,A0,A1,A2,A3,x,y,z,label
338,2126.022727272727,4497.045454545455,3241.363636363636,4925.454545454545,100,200,88,0
339,1763.302752293578,4309.908256880734,3763.02752293578,5222.018348623853,100,150,88,0
340,1345.0,4153.051948051948,4207.337662337663,5590.714285714285,100,100,88,0
341,1134.186046511628,4047.790697674418,4657.96511627907,5969.593023255814,100,50,88,0
342,1540.0,3570.333333333333,4816.583333333333,5618.666666666667,150,50,88,0
343,1793.636363636364,3647.878787878788,4353.434343434344,5242.121212121212,150,100,88,0
344,2079.824561403509,3819.912280701754,3909.21052631579,4866.052631578948,150,150,88,0
345,2437.121212121212,4054.848484848485,3463.333333333333,4537.272727272727,150,200,88,0
346,2819.888888888889,4319.666666666667,3014.555555555556,4208.777777777777,150,250,88,0
347,3280.120481927711,4659.879518072289,2599.036144578313,3859.277108433735,150,300,88,0
348,3717.894736842105,4991.473684210527,2259.684210526316,3720.105263157895,150,350,88,0
349,4232.830188679245,5407.641509433963,1932.641509433962,3587.547169811321,150,400,88,0
350,4693.027522935779,5731.376146788991,1753.48623853211,3451.651376146789,150,450,88,0
351,4848.660714285715,5458.214285714285,2177.053571428572,2956.875,200,450,88,0
352,4423.857142857143,5091.285714285715,2364.428571428572,3109.571428571428,200,400,88,0
353,4018.588235294118,4692.35294117647,2633.058823529412,3284.941176470588,200,350,88,0
354,3551.858407079646,4306.371681415929,2906.548672566372,3553.716814159292,200,300,88,0
355,3109.53125,3954.609375,3289.296875,3871.484375,200,250,88,0
356,2788.269230769231,3631.730769230769,3693.75,4229.326923076923,200,200,88,0
357,2470.78125,3380.0,4127.1875,4557.8125,200,150,88,0
358,2200.423728813559,3178.559322033898,4556.694915254237,4955.677966101695,200,100,88,0
359,2002.022471910112,3050.393258426966,5007.977528089888,5383.314606741573,200,50,88,0
360,2454.262295081967,2585.163934426229,5275.901639344263,5128.606557377049,250,50,88,0
361,2659.099099099099,2714.954954954955,4791.981981981982,4705.675675675676,250,100,88,0
362,2855.949367088608,2912.784810126582,4342.278481012659,4316.455696202532,250,150,88,0
363,3156.413793103448,3216.96551724138,3982.068965517241,3909.931034482759,250,200,88,0
364,3502.769230769231,3564.769230769231,3580.769230769231,3521.384615384615,250,250,88,0
365,3876.260869565217,3962.782608695652,3286.0,3166.0,250,300,88,0
366,4297.04,4381.92,3012.8,2848.88,250,350,88,0
367,4711.156462585034,4799.795918367347,2809.047619047619,2613.537414965986,250,400,88,0
368,5138.461538461538,5232.115384615385,2639.903846153846,2478.846153846154,250,450,88,0
369,5386.451612903225,4961.129032258064,3119.83870967742,1957.177419354839,300,450,88,0
370,5030.446428571428,4508.75,3258.392857142857,2152.946428571428,300,400,88,0
371,4614.736842105263,4085.877192982456,3416.929824561404,2421.315789473684,300,350,88,0
372,4234.392523364486,3615.700934579439,3646.822429906542,2792.14953271028,300,300,88,0
373,3914.806201550387,3265.503875968992,3900.930232558139,3164.341085271318,300,250,88,0
374,3573.478260869565,2902.463768115942,4248.840579710145,3679.130434782609,300,200,88,0
375,3284.918032786885,2627.049180327869,4574.262295081967,4111.803278688524,300,150,88,0
376,3068.095238095238,2364.642857142857,5022.5,4458.571428571428,300,100,88,0
377,2938.181818181818,2242.424242424242,5490.833333333333,5019.848484848485,300,50,88,0
378,3418.560606060606,1766.363636363636,5778.712121212121,4789.015151515152,350,50,88,0
379,3516.747967479675,1978.292682926829,5338.780487804878,4315.853658536585,350,100,88,0
380,3712.959183673469,2260.30612244898,4937.34693877551,3847.244897959184,350,150,88,0
381,3917.676767676768,2629.59595959596,4633.434343434344,3407.474747474747,350,200,88,0
382,4214.186046511628,3053.023255813954,4286.395348837209,2918.372093023256,350,250,88,0
383,4517.378640776699,3485.631067961165,4042.912621359224,2463.106796116505,350,300,88,0
384,4891.414141414141,3914.949494949495,3772.424242424242,2039.69696969697,350,350,88,0
385,5306.395348837209,4351.744186046511,3583.372093023256,1776.395348837209,350,400,88,0
386,5701.818181818182,4809.431818181818,3533.295454545455,1585.681818181818,350,450,88,0
387,6044.126984126984,4682.460317460317,4021.666666666667,1111.984126984127,400,450,88,0
388,5620.373831775701,4129.626168224299,4166.355140186916,1444.579439252336,400,400,88,0
389,5275.652173913043,3712.347826086957,4345.391304347826,1755.826086956522,400,350,88,0
390,5002.142857142857,3216.071428571428,4526.547619047619,2200.714285714286,400,300,88,0
391,4723.163265306122,2795.30612244898,4723.163265306122,2658.775510204081,400,250,88,0
392,4408.220338983051,2368.728813559322,5018.559322033899,3229.576271186441,400,200,88,0
393,4209.684210526316,1980.526315789474,5305.052631578948,3670.421052631579,400,150,88,0
394,4072.0,1633.181818181818,5709.181818181818,4115.090909090909,400,100,88,0
395,3909.021739130435,1348.04347826087,6053.152173913043,4627.608695652174,400,50,88,0
396,4416.333333333333,1060.666666666667,6388.333333333333,4540.5,450,50,88,0
397,4504.4,1338.533333333333,6033.866666666667,4002.066666666667,450,100,88,0
398,4643.666666666667,1783.0,5709.888888888889,3572.111111111111,450,150,88,0
399,4834.035087719299,2218.245614035088,5423.859649122807,3058.245614035088,450,200,88,0
400,5087.260273972603,2664.246575342466,5183.287671232877,2526.712328767123,450,250,88,0
401,5367.777777777777,3208.641975308642,4906.172839506173,1982.345679012346,450,300,88,0
402,5672.577319587629,3683.40206185567,4737.835051546392,1501.237113402062,450,350,88,0
403,6034.0,4123.263157894737,4622.842105263157,1050.315789473684,450,400,88,0
404,6428.815789473684,4630.657894736843,4575.921052631579,665.5263157894736,450,450,88,0
405,852.1008403361344,4578.235294117647,4388.403361344538,6455.46218487395,50,50,130,0
406,1005.0,4648.098591549296,3974.295774647887,6064.43661971831,50,100,130,0
407,1484.444444444444,4747.847222222223,3421.875,5645.416666666667,50,150,130,0
408,2032.028301886792,4978.396226415094,2910.849056603774,5382.830188679245,50,200,130,0
409,2513.928571428572,5185.357142857143,2420.0,5075.357142857143,50,250,130,0
410,3058.791946308725,5460.738255033557,1960.671140939597,4892.416107382551,50,300,130,0
411,3530.132450331126,5781.059602649007,1412.582781456954,4668.741721854305,50,350,130,0
412,4036.666666666667,6110.20202020202,992.4242424242424,4545.757575757576,50,400,130,0
413,4550.747126436781,6466.666666666667,671.9540229885057,4483.16091954023,50,450,130,0
414,4606.168224299066,6096.261682242991,1018.878504672897,4010.467289719626,100,450,130,0
415,4064.903846153846,5711.442307692308,1263.846153846154,4116.442307692308,100,400,130,0
416,3619.069767441861,5344.790697674419,1671.53488372093,4157.813953488372,100,350,130,0
417,3136.0,5010.857142857143,2141.714285714286,4378.928571428572,100,300,130,0
418,2661.648351648352,4740.659340659341,2580.549450549451,4716.153846153846,100,250,130,0
419,2193.36,4529.28,3079.36,5062.72,100,200,130,0
420,1695.869565217391,4329.782608695652,3601.521739130435,5307.898550724638,100,150,130,0
421,1260.238095238095,4208.015873015873,4066.587301587302,5627.698412698413,100,100,130,0
422,934.7142857142857,4092.857142857143,4521.285714285715,6002.857142857143,100,50,130,0
423,1508.161764705882,3567.720588235294,4672.5,5706.10294117647,150,50,130,0
424,1765.4375,3607.9375,4229.8125,5316.875,150,100,130,0
425,2042.137404580153,3796.717557251909,3756.488549618321,4955.87786259542,150,150,130,0
426,2465.379310344827,4048.0,3284.206896551724,4573.517241379311,150,200,130,0
427,2925.477707006369,4296.496815286624,2860.254777070063,4245.350318471337,150,250,130,0
428,3390.0,4613.724137931034,2437.03448275862,3935.655172413793,150,300,130,0
429,3774.270833333333,4944.0625,2085.0,3670.9375,150,350,130,0
430,4252.23076923077,5348.692307692308,1736.0,3497.538461538461,150,400,130,0
431,4744.736842105263,5727.105263157895,1564.473684210526,3408.157894736842,150,450,130,0
432,4897.692307692308,5326.153846153846,2028.692307692308,2836.692307692308,200,450,130,0
433,4446.036036036036,4957.207207207207,2210.54054054054,3025.225225225225,200,400,130,0
434,3981.527777777778,4543.263888888889,2515.069444444444,3235.694444444444,200,350,130,0
435,3621.12,4199.68,2808.4,3494.88,200,300,130,0
436,3110.683760683761,3856.239316239316,3186.068376068376,3852.393162393163,200,250,130,0
437,2726.217948717949,3571.153846153846,3583.846153846154,4208.910256410257,200,200,130,0
438,2449.21568627451,3316.764705882353,4021.764705882353,4557.254901960784,200,150,130,0
439,2161.631578947368,3138.842105263158,4465.315789473684,4948.578947368421,200,100,130,0
440,1975.93023255814,2986.511627906977,4968.488372093023,5393.604651162791,200,50,130,0
441,2449.897959183673,2540.204081632653,5204.489795918367,5118.775510204082,250,50,130,0
442,2595.763888888889,2676.041666666667,4678.888888888889,4690.138888888889,250,100,130,0
443,2747.5,2849.375,4289.875,4335.25,250,150,130,0
444,3133.75,3121.25,3899.333333333333,3829.833333333333,250,200,130,0
445,3472.857142857143,3450.714285714286,3522.410714285714,3383.839285714286,250,250,130,0
446,3864.242424242424,3840.40404040404,3166.262626262626,3087.575757575758,250,300,130,0
447,4229.882352941177,4241.294117647059,2935.411764705882,2785.176470588235,250,350,130,0
448,4668.536585365854,4660.813008130081,2693.90243902439,2569.10569105691,250,400,130,0
449,5138.976377952756,5117.716535433071,2554.251968503937,2446.771653543307,250,450,130,0
450,5342.612612612613,4864.864864864865,3031.981981981982,1889.90990990991,300,450,130,0
451,4959.154929577465,4383.028169014085,3164.366197183098,2078.802816901408,300,400,130,0
452,4561.764705882353,3987.254901960785,3331.372549019608,2365.882352941177,300,350,130,0
453,4189.080459770115,3544.48275862069,3563.563218390805,2711.264367816092,300,300,130,0
454,3814.962406015038,3148.270676691729,3891.353383458646,3103.984962406015,300,250,130,0
455,3545.140186915888,2731.308411214953,4215.607476635514,3495.794392523364,300,200,130,0
456,3311.090909090909,2432.090909090909,4561.454545454545,3905.090909090909,300,150,130,0
457,3123.304347826087,2151.826086956522,4994.782608695652,4386.782608695652,300,100,130,0
458,2988.453608247423,2014.329896907217,5430.618556701031,4825.773195876289,300,50,130,0
459,3478.861788617886,1487.80487804878,5783.414634146341,4653.577235772358,350,50,130,0
460,3577.525773195876,1733.19587628866,5336.18556701031,4230.618556701031,350,100,130,0
461,3764.606741573034,2066.85393258427,4939.662921348315,3696.85393258427,350,150,130,0
462,3970.847457627119,2490.677966101695,4591.949152542373,3276.949152542373,350,200,130,0
463,4239.462365591397,2871.505376344086,4283.010752688172,2764.301075268817,350,250,130,0
464,4550.098039215686,3288.039215686274,4019.509803921569,2399.509803921569,350,300,130,0
465,4848.933333333333,3725.2,3781.2,1954.733333333333,350,350,130,0
466,5285.403225806452,4195.403225806452,3633.145161290322,1646.290322580645,350,400,130,0
467,5633.846153846154,4677.897435897436,3522.205128205128,1459.641025641026,350,450,130,0
468,5943.361344537815,4558.319327731092,4021.764705882353,1016.218487394958,400,450,130,0
469,5563.228346456693,4044.881889763779,4112.36220472441,1320.0,400,400,130,0
470,5196.153846153846,3578.717948717949,4240.683760683761,1725.982905982906,400,350,130,0
471,4860.650406504065,3113.008130081301,4412.032520325203,2191.788617886179,400,300,130,0
472,4586.222222222223,2581.0,4678.277777777777,2664.055555555556,400,250,130,0
473,4330.943396226415,2166.320754716981,4978.867924528302,3186.509433962264,400,200,130,0
474,4119.144385026738,1768.609625668449,5285.080213903743,3620.160427807486,400,150,130,0
475,4014.191176470588,1344.485294117647,5702.205882352941,4112.573529411765,400,100,130,0
476,3903.488372093023,1122.558139534884,6041.472868217054,4596.279069767442,400,50,130,0
477,4419.642857142857,729.7142857142857,6392.928571428572,4521.285714285715,450,50,130,0
478,4488.73949579832,1167.563025210084,5976.470588235294,3983.949579831933,450,100,130,0
479,4640.851063829788,1602.021276595745,5678.936170212766,3471.702127659575,450,150,130,0
480,4863.136094674556,2092.603550295858,5340.118343195266,2944.674556213018,450,200,130,0
481,5078.672566371682,2590.088495575221,5122.212389380531,2412.300884955752,450,250,130,0
482,5337.15976331361,3084.378698224852,4849.763313609467,1913.609467455621,450,300,130,0
483,5635.675675675676,3584.391891891892,4690.202702702702,1372.094594594595,450,350,130,0
484,5925.670103092783,4070.103092783505,4550.309278350515,908.9690721649484,450,400,130,0
485,6266.831683168317,4565.544554455446,4475.346534653465,568.9108910891089,450,450,130,0
486,637.9661016949152,4530.0,4454.406779661017,6391.581920903955,50,50,170,0
487,1043.189655172414,4560.344827586207,4003.96551724138,6037.672413793103,50,100,170,0
488,1444.285714285714,4720.380952380952,3534.380952380952,5748.952380952381,50,150,170,0
489,1943.305785123967,4897.520661157025,3000.826446280992,5418.264462809917,50,200,170,0
490,2436.418918918919,5078.918918918919,2516.756756756757,5122.972972972973,50,250,170,0
491,2979.007092198582,5374.609929078014,1948.22695035461,4928.297872340426,50,300,170,0
492,3430.335570469799,5688.791946308725,1443.288590604027,4734.96644295302,50,350,170,0
493,3924.366197183098,6057.323943661971,970.3521126760563,4590.211267605634,50,400,170,0
494,4411.165048543689,6320.776699029127,589.2233009708738,4536.601941747573,50,450,170,0
495,4538.778625954198,6008.625954198474,1024.351145038168,3998.396946564886,100,450,170,0
496,4090.24,5627.84,1318.56,4063.04,100,400,170,0
497,3612.054794520548,5261.164383561644,1707.945205479452,4224.58904109589,100,350,170,0
498,3097.071428571428,4934.928571428572,2160.5,4432.071428571428,100,300,170,0
499,2603.981481481481,4633.055555555556,2639.907407407407,4645.555555555556,100,250,170,0
500,2125.851063829787,4425.0,3095.744680851064,4971.808510638298,100,200,170,0
501,1767.894736842105,4220.087719298245,3593.771929824562,5316.228070175439,100,150,170,0
502,1375.707317073171,4091.414634146342,4167.268292682927,5628.926829268293,100,100,170,0
503,1078.380952380952,4003.904761904762,4543.619047619048,6007.333333333333,100,50,170,0
504,1523.612903225806,3528.516129032258,4758.83870967742,5721.096774193548,150,50,170,0
505,1728.707482993197,3588.43537414966,4185.78231292517,5379.931972789115,150,100,170,0
506,2070.08064516129,3796.370967741936,3758.467741935484,4955.0,150,150,170,0
507,2480.990990990991,4042.792792792793,3280.45045045045,4694.504504504504,150,200,170,0
508,2891.923076923077,4311.538461538462,2846.153846153846,4298.461538461538,150,250,170,0
509,3310.325203252033,4640.487804878048,2369.756097560976,4070.731707317073,150,300,170,0
510,3814.836065573771,4950.819672131148,1995.0,3789.180327868853,150,350,170,0
511,4279.904761904761,5364.952380952381,1661.047619047619,3627.047619047619,150,400,170,0
512,4722.347826086957,5780.608695652174,1445.652173913043,3517.04347826087,150,450,170,0
513,4926.857142857143,5508.476190476191,1937.52380952381,3014.952380952381,200,450,170,0
514,4453.636363636364,4977.272727272727,2115.206611570248,3190.247933884298,200,400,170,0
515,3950.13422818792,4565.637583892618,2423.489932885906,3366.778523489933,200,350,170,0
516,3500.309278350515,4221.443298969072,2774.123711340206,3606.59793814433,200,300,170,0
517,3071.774193548387,3882.849462365592,3151.344086021506,3882.741935483871,200,250,170,0
518,2749.274193548387,3552.177419354839,3575.403225806452,4253.709677419355,200,200,170,0
519,2420.645161290322,3304.301075268817,4019.139784946236,4599.89247311828,200,150,170,0
520,2162.857142857143,3117.518796992481,4483.533834586467,5031.052631578948,200,100,170,0
521,2031.28,3012.24,4954.72,5398.0,200,50,170,0
522,2552.674418604651,2511.627906976744,5186.976744186047,5111.162790697675,250,50,170,0
523,2655.54054054054,2658.648648648649,4679.72972972973,4741.621621621622,250,100,170,0
524,2879.222222222222,2837.555555555556,4245.333333333333,4328.555555555556,250,150,170,0
525,3159.509803921569,3138.921568627451,3875.0,3858.235294117647,250,200,170,0
526,3544.795918367347,3440.204081632653,3505.816326530612,3449.489795918367,250,250,170,0
527,3946.717557251909,3814.809160305344,3174.809160305344,3091.603053435114,250,300,170,0
528,4305.63829787234,4250.851063829788,2847.978723404255,2863.085106382979,250,350,170,0
529,4725.833333333333,4754.090909090909,2605.984848484848,2671.060606060606,250,400,170,0
530,5206.896551724138,5162.241379310345,2492.931034482759,2510.51724137931,250,450,170,0
531,5491.578947368421,4989.035087719299,2983.684210526316,2006.40350877193,300,450,170,0
532,5032.619047619048,4430.0,3141.031746031746,2176.825396825397,300,400,170,0
533,4635.833333333333,3970.833333333333,3322.916666666667,2462.5,300,350,170,0
534,4241.485148514851,3559.80198019802,3555.544554455445,2721.782178217822,300,300,170,0
535,3883.245614035088,3179.736842105263,3832.894736842105,3109.385964912281,300,250,170,0
536,3579.473684210526,2823.947368421052,4136.578947368421,3571.842105263158,300,200,170,0
537,3234.0,2479.515151515152,4596.545454545455,4065.030303030303,300,150,170,0
538,3062.135922330097,2242.621359223301,4990.873786407767,4490.679611650486,300,100,170,0
539,2959.223300970874,2075.04854368932,5418.640776699029,4934.660194174758,300,50,170,0
540,3561.359223300971,1475.631067961165,5691.844660194175,4703.300970873786,350,50,170,0
541,3690.686274509804,1755.196078431373,5226.862745098039,4206.372549019608,350,100,170,0
542,3856.190476190476,2054.761904761905,4860.396825396825,3832.222222222222,350,150,170,0
543,4089.166666666667,2486.770833333333,4513.4375,3303.125,350,200,170,0
544,4372.941176470588,2919.579831932773,4167.310924369748,2859.747899159664,350,250,170,0
545,4664.271844660194,3333.78640776699,3898.252427184466,2441.359223300971,350,300,170,0
546,5017.663551401869,3782.056074766355,3746.728971962617,2053.271028037383,350,350,170,0
547,5409.052631578948,4245.157894736843,3520.0,1707.789473684211,350,400,170,0
548,5825.193798449613,4780.62015503876,3427.596899224806,1521.782945736434,350,450,170,0
549,6130.670391061452,4562.17877094972,4002.402234636872,1072.960893854749,400,450,170,0
550,5763.361344537815,4058.235294117647,4055.714285714286,1355.126050420168,400,400,170,0
551,5392.123287671233,3570.54794520548,4206.027397260274,1779.041095890411,400,350,170,0
552,5060.357142857143,3104.0,4402.357142857143,2209.857142857143,400,300,170,0
553,4771.240310077519,2601.317829457364,4651.007751937985,2694.418604651163,400,250,170,0
554,4527.014925373134,2139.626865671642,4929.328358208955,3176.343283582089,400,200,170,0
555,4337.214285714285,1652.142857142857,5274.071428571428,3702.5,400,150,170,0
556,4171.62962962963,1309.407407407407,5633.037037037037,4111.111111111111,400,100,170,0
557,4074.554455445545,1032.475247524752,6043.960396039604,4640.891089108911,400,50,170,0
558,4615.562913907284,578.8741721854304,6368.079470198675,4559.867549668874,450,50,170,0
559,4641.971830985915,997.1830985915493,6018.732394366197,4062.25352112676,450,100,170,0
560,4818.791946308725,1428.859060402684,5708.926174496644,3586.510067114094,450,150,170,0
561,5021.958762886598,1872.474226804124,5433.19587628866,3067.835051546392,450,200,170,0
562,5259.029126213592,2421.650485436893,5129.611650485437,2516.699029126214,450,250,170,0
563,5568.16,2945.04,4912.16,1986.4,450,300,170,0
564,5861.019108280255,3489.108280254777,4708.28025477707,1498.726114649681,450,350,170,0
565,6192.407407407408,4032.12962962963,4552.87037037037,1004.722222222222,450,400,170,0
566,6542.5,4497.822580645161,4462.903225806452,637.1774193548387,450,450,170,0
567,933.0612244897959,4557.414965986394,4519.727891156463,6453.877551020408,50,50,200,0
568,1230.847457627119,4624.237288135593,4086.35593220339,6122.796610169492,50,100,200,0
569,1630.25,4719.083333333333,3592.75,5815.416666666667,50,150,200,0
570,2099.136690647482,4896.258992805755,3061.223021582734,5442.517985611511,50,200,200,0
571,2550.506329113924,5117.848101265823,2559.113924050633,5193.291139240507,50,250,200,0
572,3043.211678832117,5392.481751824817,2038.248175182482,4959.124087591241,50,300,200,0
573,3553.980582524272,5691.650485436893,1546.21359223301,4701.067961165048,50,350,200,0
574,4079.53125,6008.125,1042.34375,4632.1875,50,400,200,0
575,4562.233009708738,6397.47572815534,638.0582524271845,4483.495145631068,50,450,200,0
576,4650.76923076923,6073.736263736264,1053.186813186813,3983.076923076923,100,450,200,0
577,4191.009174311926,5697.706422018348,1340.091743119266,4116.788990825688,100,400,200,0
578,3765.0,5393.032786885246,1742.950819672131,4205.245901639344,100,350,200,0
579,3255.0,5055.888888888889,2163.666666666667,4496.222222222223,100,300,200,0
580,2816.32183908046,4742.183908045977,2596.666666666667,4751.149425287356,100,250,200,0
581,2342.056074766355,4537.85046728972,3066.915887850467,5055.981308411215,100,200,200,0
582,1934.392523364486,4317.570093457944,3578.878504672897,5417.757009345794,100,150,200,0
583,1567.196261682243,4174.579439252337,4068.03738317757,5734.205607476635,100,100,200,0
584,1284.512195121951,4151.341463414634,4547.682926829269,6090.975609756098,100,50,200,0
585,1675.882352941177,3616.176470588235,4725.098039215686,5781.862745098039,150,50,200,0
586,1865.454545454545,3724.825174825175,4210.139860139861,5451.188811188811,150,100,200,0
587,2195.0,3876.826923076923,3772.788461538461,5032.01923076923,150,150,200,0
588,2552.027027027027,4096.621621621622,3290.810810810811,4704.324324324324,150,200,200,0
589,2979.652173913043,4348.086956521739,2845.130434782609,4369.478260869565,150,250,200,0
590,3442.264150943396,4611.132075471698,2379.528301886793,4085.849056603774,150,300,200,0
591,3889.557522123894,5001.592920353983,1975.221238938053,3862.477876106195,150,350,200,0
592,4352.977099236641,5348.167938931298,1657.251908396947,3680.381679389313,150,400,200,0
593,4811.980198019802,5738.910891089109,1402.673267326733,3574.950495049505,150,450,200,0
594,5016.210526315789,5440.315789473684,1937.368421052632,3086.421052631579,200,450,200,0
595,4550.238095238095,5021.587301587301,2106.984126984127,3201.825396825397,200,400,200,0
596,4096.226415094339,4614.528301886792,2398.679245283019,3377.264150943396,200,350,200,0
597,3658.027210884354,4245.714285714285,2751.700680272109,3672.517006802721,200,300,200,0
598,3230.27027027027,3897.027027027027,3146.013513513513,3933.378378378378,200,250,200,0
599,2870.094339622642,3584.056603773585,3544.622641509434,4310.094339622641,200,200,200,0
600,2553.695652173913,3338.586956521739,4013.260869565217,4690.760869565217,200,150,200,0
601,2327.872340425532,3141.063829787234,4510.0,5112.978723404255,200,100,200,0
602,2169.038461538461,3028.942307692308,5002.01923076923,5540.673076923077,200,50,200,0
603,2646.363636363636,2559.204545454545,5156.704545454545,5263.181818181818,250,50,200,0
604,2723.563218390805,2663.793103448276,4755.057471264367,4872.068965517241,250,100,200,0
605,2969.212598425197,2834.96062992126,4299.842519685039,4454.566929133858,250,150,200,0
606,3313.426573426573,3133.846153846154,3878.391608391608,4002.517482517483,250,200,200,0
607,3649.48717948718,3460.940170940171,3546.923076923077,3559.48717948718,250,250,200,0
608,4046.507936507936,3853.015873015873,3171.111111111111,3233.492063492064,250,300,200,0
609,4367.481481481482,4204.518518518518,2876.814814814815,2909.925925925926,250,350,200,0
610,4792.419354838709,4595.241935483871,2639.435483870968,2709.032258064516,250,400,200,0
611,5251.188118811881,5065.940594059406,2525.841584158416,2540.594059405941,250,450,200,0
612,5495.294117647059,4834.779411764706,2994.926470588235,2101.397058823529,300,450,200,0
613,5089.632352941177,4394.411764705882,3126.323529411765,2296.838235294118,300,400,200,0
614,4679.315068493151,3958.356164383561,3355.479452054794,2565.205479452055,300,350,200,0
615,4331.904761904761,3555.619047619048,3580.761904761905,2886.095238095238,300,300,200,0
616,4045.585585585586,3160.630630630631,3878.468468468468,3238.828828828829,300,250,200,0
617,3764.84126984127,2768.015873015873,4231.746031746032,3608.730158730159,300,200,200,0
618,3480.531914893617,2385.0,4579.468085106383,4122.553191489362,300,150,200,0
619,3316.145251396648,2151.95530726257,5017.988826815643,4536.592178770949,300,100,200,0
620,3194.700854700855,1984.957264957265,5478.205128205128,4982.478632478633,300,50,200,0
621,3717.8125,1473.75,5752.8125,4771.041666666667,350,50,200,0
622,3773.741007194245,1678.057553956834,5311.294964028777,4302.014388489209,350,100,200,0
623,3972.727272727273,1984.69696969697,4976.515151515152,3870.606060606061,350,150,200,0
624,4177.636363636364,2419.090909090909,4625.545454545455,3413.090909090909,350,200,200,0
625,4393.373493975903,2856.144578313253,4299.879518072289,2929.397590361446,350,250,200,0
626,4704.032258064516,3307.41935483871,4033.870967741936,2527.41935483871,350,300,200,0
627,5072.573099415205,3753.918128654971,3790.350877192982,2144.970760233918,350,350,200,0
628,5431.666666666667,4230.438596491228,3624.035087719298,1841.052631578947,350,400,200,0
629,5839.0,4723.384615384615,3527.0,1586.384615384615,350,450,200,0
630,6149.605263157895,4561.907894736843,4028.28947368421,1144.078947368421,400,450,200,0
631,5792.522522522522,4076.216216216216,4102.972972972973,1424.864864864865,400,400,200,0
632,5462.254901960784,3601.078431372549,4251.274509803921,1761.274509803922,400,350,200,0
633,5120.491803278688,3148.27868852459,4437.213114754099,2226.55737704918,400,300,200,0
634,4882.258064516129,2679.677419354839,4658.467741935484,2665.806451612903,400,250,200,0
635,4609.484536082474,2185.670103092783,4961.134020618557,3137.835051546392,400,200,200,0
636,4431.636363636364,1700.272727272727,5302.909090909091,3685.272727272727,400,150,200,0
637,4317.745098039216,1347.254901960784,5663.529411764706,4122.549019607844,400,100,200,0
638,4137.5,1059.886363636364,6026.590909090909,4657.386363636364,400,50,200,0
639,4625.0,675.9302325581396,6338.255813953489,4507.209302325581,450,50,200,0
640,4715.887096774193,1069.112903225806,5978.709677419355,4044.83870967742,450,100,200,0
641,4879.064748201439,1540.215827338129,5686.402877697842,3539.496402877698,450,150,200,0
642,5104.740740740741,1985.703703703704,5396.888888888889,2994.296296296296,450,200,200,0
643,5330.50505050505,2519.191919191919,5143.131313131313,2555.050505050505,450,250,200,0
644,5536.0,3048.6,4881.3,2035.8,450,300,200,0
645,5822.246376811594,3505.942028985507,4698.405797101449,1598.985507246377,450,350,200,0
646,6195.945945945946,3998.198198198198,4578.018018018018,1170.720720720721,450,400,200,0
647,6556.18320610687,4520.305343511451,4496.259541984733,834.6564885496183,450,450,200,0
